No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
1,B64D45/00,0,他に分類されない航空機の指示計器または保護設備［２００６．０１］,-,-,3D140
2,B64D45/00@A,0,指示計器；警報装置,-,-,3D140
3,B64D45/00@Z,0,その他のもの,-,-,3D140
4,B64D45/02,1,避雷装置；静電気放電装置［２００６．０１］,-,-,3D140
5,B64D45/04,1,着陸援助装置；地表との衝突をさけるための安全装置,-,-,3D140
6,B64D45/04@A,0,対地接近警報装置,-,-,3D140
7,B64D45/04@B,0,着陸援助装置,-,-,3D140
8,B64D45/04@Z,0,その他のもの,-,-,3D140
9,B64D45/06,2,機械的なもの,-,-,3D140
10,B64D45/08,2,光学的なもの,-,-,3D140
